"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/commands/IgnoreCommand.java","40","49","40","56"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/commands/IgnoreCommand.java","47","25","47","32"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/commands/ListenCommand.java","40","49","40","56"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/commands/ListenCommand.java","47","25","47","32"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/commands/RemoveAccountCommand.java","42","49","42","56"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/commands/RemoveAccountCommand.java","49","25","49","32"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/commands/RemoveAccountCommand.java","53","25","53","32"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/controller/UserController.java","165","49","165","56"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/controller/UserController.java","249","46","249","48"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/controller/UserController.java","310","46","310","48"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value
This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/controller/UserController.java","374","25","374","40"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a user-provided value","/app/src/main/java/com/veracode/verademo/controller/BlabController.java","464","44","464","54"
